R1-1,scalebar.csv,1,1,1
R1-2,scalebar.csv,1,1,2
R1-3,scalebar.csv,1,1,3
R1-4,scalebar.csv,1,1,4
R1-5,scalebar.csv,1,1,5
R1-6,scalebar.csv,1,1,6
R1-7,scalebar.csv,1,1,7
R1-8,scalebar.csv,1,1,8
R1-9,scalebar.csv,1,1,9
R1-10,scalebar.csv,1,1,10
R2-1,scalebar.csv,1,2,1
R2-2,scalebar.csv,1,2,2
R2-3,scalebar.csv,1,2,3
R2-4,scalebar.csv,1,2,4
R2-5,scalebar.csv,1,2,5
R2-6,scalebar.csv,1,2,6
R2-7,scalebar.csv,1,2,7
R2-8,scalebar.csv,1,2,8
R2-9,scalebar.csv,1,2,9
R2-10,scalebar.csv,1,2,10
R3-1,scalebar.csv,1,3,1
R3-2,scalebar.csv,1,3,2
R3-3,scalebar.csv,1,3,3
R3-4,scalebar.csv,1,3,4
R3-5,scalebar.csv,1,3,5
R3-6,scalebar.csv,1,3,6
R3-7,scalebar.csv,1,3,7
R3-8,scalebar.csv,1,3,8
R3-9,scalebar.csv,1,3,9
R3-10,scalebar.csv,1,3,10
R4-1,scalebar.csv,1,4,1
R4-2,scalebar.csv,1,4,2
R4-3,scalebar.csv,1,4,3
R4-4,scalebar.csv,1,4,4
R4-5,scalebar.csv,1,4,5
R4-6,scalebar.csv,1,4,6
R4-7,scalebar.csv,1,4,7
R4-8,scalebar.csv,1,4,8
R4-9,scalebar.csv,1,4,9
R4-10,scalebar.csv,1,4,10
R5-1,scalebar.csv,1,5,1
R5-2,scalebar.csv,1,5,2
R5-3,scalebar.csv,1,5,3
R5-4,scalebar.csv,1,5,4
R5-5,scalebar.csv,1,5,5
R5-6,scalebar.csv,1,5,6
R5-7,scalebar.csv,1,5,7
R5-8,scalebar.csv,1,5,8
R5-9,scalebar.csv,1,5,9
R5-10,scalebar.csv,1,5,10
R6-1,scalebar.csv,1,6,1
R6-2,scalebar.csv,1,6,2
R6-3,scalebar.csv,1,6,3
R6-4,scalebar.csv,1,6,4
R6-5,scalebar.csv,1,6,5
R6-6,scalebar.csv,1,6,6
R6-7,scalebar.csv,1,6,7
R6-8,scalebar.csv,1,6,8
R6-9,scalebar.csv,1,6,9
R6-10,scalebar.csv,1,6,10
R7-1,scalebar.csv,1,7,1
R7-2,scalebar.csv,1,7,2
R7-3,scalebar.csv,1,7,3
R7-4,scalebar.csv,1,7,4
R7-5,scalebar.csv,1,7,5
R7-6,scalebar.csv,1,7,6
R7-7,scalebar.csv,1,7,7
R7-8,scalebar.csv,1,7,8
R7-9,scalebar.csv,1,7,9
R7-10,scalebar.csv,1,7,10
R8-1,scalebar.csv,1,8,1
R8-2,scalebar.csv,1,8,2
R8-3,scalebar.csv,1,8,3
R8-4,scalebar.csv,1,8,4
R8-5,scalebar.csv,1,8,5
R8-6,scalebar.csv,1,8,6
R8-7,scalebar.csv,1,8,7
R8-8,scalebar.csv,1,8,8
R8-9,scalebar.csv,1,8,9
R8-10,scalebar.csv,1,8,10
R9-1,scalebar.csv,1,9,1
R9-2,scalebar.csv,1,9,2
R9-3,scalebar.csv,1,9,3
R9-4,scalebar.csv,1,9,4
R9-5,scalebar.csv,1,9,5
R9-6,scalebar.csv,1,9,6
R9-7,scalebar.csv,1,9,7
R9-8,scalebar.csv,1,9,8
R9-9,scalebar.csv,1,9,9
R9-10,scalebar.csv,1,9,10
R10-1,scalebar.csv,1,10,1
R10-2,scalebar.csv,1,10,2
R10-3,scalebar.csv,1,10,3
R10-4,scalebar.csv,1,10,4
R10-5,scalebar.csv,1,10,5
R10-6,scalebar.csv,1,10,6
R10-7,scalebar.csv,1,10,7
R10-8,scalebar.csv,1,10,8
R10-9,scalebar.csv,1,10,9
R10-10,scalebar.csv,1,10,10
R11-1,scalebar.csv,1,11,1
R11-2,scalebar.csv,1,11,2
R11-3,scalebar.csv,1,11,3
R11-4,scalebar.csv,1,11,4
R11-5,scalebar.csv,1,11,5
R11-6,scalebar.csv,1,11,6
R11-7,scalebar.csv,1,11,7
R11-8,scalebar.csv,1,11,8
R11-9,scalebar.csv,1,11,9
R11-10,scalebar.csv,1,11,10
R12-1,scalebar.csv,1,12,1
R12-2,scalebar.csv,1,12,2
R12-3,scalebar.csv,1,12,3
R12-4,scalebar.csv,1,12,4
R12-5,scalebar.csv,1,12,5
R12-6,scalebar.csv,1,12,6
R12-7,scalebar.csv,1,12,7
R12-8,scalebar.csv,1,12,8
R12-9,scalebar.csv,1,12,9
R12-10,scalebar.csv,1,12,10
R13-1,scalebar.csv,1,13,1
R13-2,scalebar.csv,1,13,2
R13-3,scalebar.csv,1,13,3
R13-4,scalebar.csv,1,13,4
R13-5,scalebar.csv,1,13,5
R13-6,scalebar.csv,1,13,6
R13-7,scalebar.csv,1,13,7
R13-8,scalebar.csv,1,13,8
R13-9,scalebar.csv,1,13,9
R13-10,scalebar.csv,1,13,10
2R1-1,scalebar.csv,2,1,1
2R1-2,scalebar.csv,2,1,2
2R1-3,scalebar.csv,2,1,3
2R1-4,scalebar.csv,2,1,4
2R1-5,scalebar.csv,2,1,5
2R1-6,scalebar.csv,2,1,6
2R1-7,scalebar.csv,2,1,7
2R1-8,scalebar.csv,2,1,8
2R1-9,scalebar.csv,2,1,9
2R1-10,scalebar2.csv,2,1,10
2R1-11,scalebar2.csv,2,1,11
2R2-1,scalebar2.csv,2,2,1
2R2-2,scalebar2.csv,2,2,2
2R2-3,scalebar2.csv,2,2,3
2R2-4,scalebar2.csv,2,2,4
2R2-5,scalebar2.csv,2,2,5
2R2-6,scalebar2.csv,2,2,6
2R2-7,scalebar2.csv,2,2,7
2R2-8,scalebar2.csv,2,2,8
2R2-9,scalebar2.csv,2,2,9
2R2-10,scalebar2.csv,2,2,10
2R3-1,scalebar2.csv,2,3,1
2R3-2,scalebar2.csv,2,3,2
2R3-3,scalebar2.csv,2,3,3
2R3-4,scalebar2.csv,2,3,4
2R3-5,scalebar2.csv,2,3,5
2R3-6,scalebar2.csv,2,3,6
2R3-7,scalebar2.csv,2,3,7
2R3-8,scalebar2.csv,2,3,8
2R3-9,scalebar2.csv,2,3,9
2R3-10,scalebar2.csv,2,3,10
3R1-1,scalebar2.csv,3,1,1
3R1-2,scalebar2.csv,3,1,2
3R1-3,scalebar2.csv,3,1,3
3R1-4,scalebar2.csv,3,1,4
3R1-5,scalebar2.csv,3,1,5
3R1-6,scalebar2.csv,3,1,6
3R1-7,scalebar2.csv,3,1,7
3R1-8,scalebar2.csv,3,1,8
3R1-9,scalebar2.csv,3,1,9
3R1-10,scalebar2.csv,3,1,10
3R2-1,scalebar2.csv,3,2,1
3R2-2,scalebar2.csv,3,2,2
3R2-3,scalebar2.csv,3,2,3
3R2-4,scalebar2.csv,3,2,4
3R2-5,scalebar2.csv,3,2,5
3R2-6,scalebar2.csv,3,2,6
3R2-7,scalebar2.csv,3,2,7
3R2-8,scalebar2.csv,3,2,8
3R2-9,scalebar2.csv,3,2,9
3R2-10,scalebar2.csv,3,2,10
3R3-1,scalebar2.csv,3,3,1
3R3-2,scalebar2.csv,3,3,2
3R3-3,scalebar2.csv,3,3,3
3R3-4,scalebar2.csv,3,3,4
3R3-5,scalebar2.csv,3,3,5
3R3-6,scalebar2.csv,3,3,6
3R3-7,scalebar2.csv,3,3,7
3R3-8,scalebar2.csv,3,3,8
3R3-9,scalebar2.csv,3,3,9
3R3-10,scalebar2.csv,3,3,10
3R4-1,scalebar2.csv,3,4,1
3R4-2,scalebar2.csv,3,4,2
3R4-3,scalebar2.csv,3,4,3
3R4-4,scalebar2.csv,3,4,4
3R4-5,scalebar2.csv,3,4,5
3R4-6,scalebar2.csv,3,4,6
3R4-7,scalebar2.csv,3,4,7
3R4-8,scalebar2.csv,3,4,8
3R4-9,scalebar2.csv,3,4,9
3R4-10,scalebar2.csv,3,4,10
3R5-1,scalebar2.csv,3,5,1
3R5-2,scalebar2.csv,3,5,2
3R5-3,scalebar2.csv,3,5,3
3R5-4,scalebar2.csv,3,5,4
3R5-5,scalebar2.csv,3,5,5
3R5-6,scalebar2.csv,3,5,6
3R5-7,scalebar2.csv,3,5,7
3R5-8,scalebar2.csv,3,5,8
3R5-9,scalebar2.csv,3,5,9
3R5-10,scalebar2.csv,3,5,10
3R6-1,scalebar2.csv,3,6,1
3R6-2,scalebar2.csv,3,6,2
3R6-3,scalebar2.csv,3,6,3
3R6-4,scalebar2.csv,3,6,4
3R6-5,scalebar2.csv,3,6,5
3R6-6,scalebar2.csv,3,6,6
3R6-7,scalebar2.csv,3,6,7
3R6-8,scalebar2.csv,3,6,8
3R6-9,scalebar2.csv,3,6,9
3R6-10,scalebar2.csv,3,6,10
3R7-1,scalebar2.csv,3,7,1
3R7-2,scalebar2.csv,3,7,2
3R7-3,scalebar2.csv,3,7,3
3R7-4,scalebar2.csv,3,7,4
3R7-5,scalebar2.csv,3,7,5
3R7-6,scalebar2.csv,3,7,6
3R7-7,scalebar2.csv,3,7,7
3R7-8,scalebar2.csv,3,7,8
3R7-9,scalebar2.csv,3,7,9
3R7-10,scalebar2.csv,3,7,10
4R1-1,scalebar2.csv,4,1,1
4R1-2,scalebar2.csv,4,1,2
4R1-3,scalebar2.csv,4,1,3
4R1-4,scalebar2.csv,4,1,4
4R1-5,scalebar2.csv,4,1,5
4R1-6,scalebar2.csv,4,1,6
4R1-7,scalebar2.csv,4,1,7
4R1-8,scalebar2.csv,4,1,8
4R1-9,scalebar2.csv,4,1,9
4R1-10,scalebar2.csv,4,1,10
4R2-1,scalebar2.csv,4,2,1
4R2-2,scalebar2.csv,4,2,2
4R2-3,scalebar2.csv,4,2,3
4R2-4,scalebar2.csv,4,2,4
4R2-5,scalebar2.csv,4,2,5
4R2-6,scalebar2.csv,4,2,6
4R2-7,scalebar2.csv,4,2,7
4R2-8,scalebar2.csv,4,2,8
4R2-9,scalebar2.csv,4,2,9
4R2-10,scalebar2.csv,4,2,10
4R3-1,scalebar2.csv,4,3,1
4R3-2,scalebar2.csv,4,3,2
4R3-3,scalebar2.csv,4,3,3
4R3-4,scalebar2.csv,4,3,4
4R3-5,scalebar2.csv,4,3,5
4R3-6,scalebar2.csv,4,3,6
4R3-7,scalebar2.csv,4,3,7
4R3-8,scalebar2.csv,4,3,8
4R3-9,scalebar2.csv,4,3,9
4R3-10,scalebar2.csv,4,3,10
4R4-1,scalebar2.csv,4,4,1
4R4-2,scalebar2.csv,4,4,2
4R4-3,scalebar2.csv,4,4,3
4R4-4,scalebar2.csv,4,4,4
4R4-5,scalebar2.csv,4,4,5
4R4-6,scalebar2.csv,4,4,6
4R4-7,scalebar2.csv,4,4,7
4R4-8,scalebar2.csv,4,4,8
4R4-9,scalebar2.csv,4,4,9
4R4-10,scalebar2.csv,4,4,10
4R5-1,scalebar2.csv,4,5,1
4R5-2,scalebar2.csv,4,5,2
4R5-3,scalebar2.csv,4,5,3
4R5-4,scalebar2.csv,4,5,4
4R5-5,scalebar2.csv,4,5,5
4R5-6,scalebar2.csv,4,5,6
4R5-7,scalebar2.csv,4,5,7
4R5-8,scalebar2.csv,4,5,8
4R5-9,scalebar2.csv,4,5,9
4R5-10,scalebar2.csv,4,5,10
4R6-1,scalebar2.csv,4,6,1
4R6-2,scalebar2.csv,4,6,2
4R6-3,scalebar2.csv,4,6,3
4R6-4,scalebar2.csv,4,6,4
4R6-5,scalebar2.csv,4,6,5
4R6-6,scalebar2.csv,4,6,6
4R6-7,scalebar2.csv,4,6,7
4R6-8,scalebar2.csv,4,6,8
4R6-9,scalebar2.csv,4,6,9
4R6-10,scalebar2.csv,4,6,10
4R8-1,scalebar2.csv,4,8,1
4R8-2,scalebar2.csv,4,8,2
4R8-3,scalebar2.csv,4,8,3
4R8-4,scalebar2.csv,4,8,4
4R8-5,scalebar2.csv,4,8,5
4R8-6,scalebar2.csv,4,8,6
4R8-7,scalebar2.csv,4,8,7
4R8-8,scalebar2.csv,4,8,8
4R8-9,scalebar2.csv,4,8,9
4R8-10,scalebar2.csv,4,8,10
4R9-1,scalebar2.csv,4,9,1
4R9-2,scalebar2.csv,4,9,2
4R9-3,scalebar2.csv,4,9,3
4R9-4,scalebar2.csv,4,9,4
4R9-5,scalebar2.csv,4,9,5
4R9-6,scalebar2.csv,4,9,6
4R9-7,scalebar2.csv,4,9,7
4R9-8,scalebar2.csv,4,9,8
4R9-9,scalebar2.csv,4,9,9
4R9-10,scalebar2.csv,4,9,10
5R1-1,scalebar2.csv,5,1,1
5R1-2,scalebar2.csv,5,1,2
5R1-3,scalebar2.csv,5,1,3
5R1-4,scalebar2.csv,5,1,4
5R1-5,scalebar2.csv,5,1,5
5R1-6,scalebar2.csv,5,1,6
5R1-7,scalebar2.csv,5,1,7
5R1-8,scalebar2.csv,5,1,8
5R1-9,scalebar2.csv,5,1,9
5R1-10,scalebar2.csv,5,1,10
5R2-1,scalebar2.csv,5,2,1
5R2-2,scalebar2.csv,5,2,2
5R2-3,scalebar2.csv,5,2,3
5R2-4,scalebar2.csv,5,2,4
5R2-5,scalebar2.csv,5,2,5
5R2-6,scalebar2.csv,5,2,6
5R2-7,scalebar2.csv,5,2,7
5R2-8,scalebar2.csv,5,2,8
5R2-9,scalebar2.csv,5,2,9
5R2-10,scalebar2.csv,5,2,10
5R3-1,scalebar2.csv,5,3,1
5R3-2,scalebar2.csv,5,3,2
5R3-3,scalebar2.csv,5,3,3
5R3-4,scalebar2.csv,5,3,4
5R3-5,scalebar2.csv,5,3,5
5R3-6,scalebar2.csv,5,3,6
5R3-7,scalebar2.csv,5,3,7
5R3-8,scalebar2.csv,5,3,8
5R3-9,scalebar2.csv,5,3,9
5R3-10,scalebar2.csv,5,3,10
